overall_rank,feature,ftype,importance_mean,importance_std,importance_min,importance_max,rank_mean,rank_best,n_folds,n_protein_coding_genes,cancer_genes,top_cancer_genes
483,chr18:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,BCL2,BCL2
484,chr18:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
485,chr18:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
486,chr18:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,SMAD4,SMAD4
487,chr18:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
488,chr18:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,4.0,,
489,chr18:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
490,chr18:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
491,chr18:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
492,chr18:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,GATA6,GATA6
493,chr17:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
494,chr18:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
495,chr18:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
496,chr17:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,71.0,,
497,chr19:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,36.0,,
498,chr19:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,37.0,,
499,chr13:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
500,chr19:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,161.0,,
501,chr13:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
502,chr13:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,6.0,,
503,chr13:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
504,chr16:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,190.0,CREBBP,CREBBP
505,chr16:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,37.0,,
506,chr16:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,36.0,,
507,chr16:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,53.0,PALB2,PALB2
508,chr16:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,63.0,,
509,chr16:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,82.0,,
510,chr16:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
511,chr16:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
512,chr16:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
513,chr16:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,63.0,,
514,chr16:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
515,chr16:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,103.0,CDH1,CDH1
516,chr16:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,47.0,,
517,chr16:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,WWOX,WWOX
518,chr16:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,39.0,,
519,chr19:55000001-58617616,window,0.0,0.0,0.0,0.0,220.0,220,5,144.0,,
520,chr19:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,132.0,,
521,chr19:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,157.0,,
522,chr19:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,187.0,,
523,chr19:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,148.0,,
524,chr21:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
525,chr21:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,77.0,RUNX1,RUNX1
526,chr21:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,RUNX1,RUNX1
527,chr3:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
528,chr3:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
529,chr3:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,31.0,,
530,chr3:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,51.0,,
531,chr3:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,44.0,,
532,chr3:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
533,chr3:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,36.0,,
534,chr3:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
535,chr3:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,45.0,VHL,VHL
536,chr3:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
537,chr3:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
538,chr11:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,121.0,,
539,chr11:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,151.0,,
540,chr2:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,61.0,,
541,chr11:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,142.0,ANO1;CCND1;FGF19;FGF3;FGF4,"ANO1, CCND1, FGF19, FGF3, FGF4"
542,chr2:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,43.0,,
543,chr2:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,7.0,,
544,chr2:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
545,chr2:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,73.0,,
546,chr2:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
547,chr2:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
548,chr2:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
549,chr2:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
550,chr2:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
551,chr3:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,23.0,,
552,chr3:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
553,chr2:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
554,chr3:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
555,chr3:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,2.0,,
556,chr3:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,4.0,,
557,chr3:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
558,chr3:65000001-70000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
559,chr3:60000001-65000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,FHIT,FHIT
560,chr3:55000001-60000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,FHIT,FHIT
561,chr3:5000001-10000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
562,chr3:50000001-55000000,window,0.0,0.0,0.0,0.0,220.0,220,5,90.0,,
563,chr3:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,105.0,SETD2,SETD2
564,chr3:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,50.0,CTNNB1,CTNNB1
565,chr3:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,35.0,MLH1,MLH1
566,chr3:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,22.0,,
567,chr3:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
568,chr3:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,11.0,,
569,chr3:195000001-198295559,window,0.0,0.0,0.0,0.0,220.0,220,5,38.0,,
570,chr3:190000001-195000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
571,chr3:185000001-190000000,window,0.0,0.0,0.0,0.0,220.0,220,5,34.0,BCL6,BCL6
572,chr3:180000001-185000000,window,0.0,0.0,0.0,0.0,220.0,220,5,42.0,SOX2,SOX2
573,chr3:175000001-180000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,PIK3CA,PIK3CA
574,chr3:170000001-175000000,window,0.0,0.0,0.0,0.0,220.0,220,5,21.0,,
575,chr3:165000001-170000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
576,chr3:160000001-165000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
577,chr3:155000001-160000000,window,0.0,0.0,0.0,0.0,220.0,220,5,25.0,,
578,chr2:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,MSH2,MSH2
579,chr2:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
580,chr21:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,68.0,,
581,chr2:130000001-135000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,,
582,chr2:120000001-125000000,window,0.0,0.0,0.0,0.0,220.0,220,5,10.0,,
583,chr2:115000001-120000000,window,0.0,0.0,0.0,0.0,220.0,220,5,15.0,,
584,chr2:110000001-115000000,window,0.0,0.0,0.0,0.0,220.0,220,5,40.0,,
585,chr2:105000001-110000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
586,chr2:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
587,chr2:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
588,chr2:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
589,chr11:70000001-75000000,window,0.0,0.0,0.0,0.0,220.0,220,5,60.0,ANO1,ANO1
590,chr11:75000001-80000000,window,0.0,0.0,0.0,0.0,220.0,220,5,41.0,,
591,chr11:80000001-85000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
592,chr11:85000001-90000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
593,chr22:45000001-50000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
594,chr22:40000001-45000000,window,0.0,0.0,0.0,0.0,220.0,220,5,73.0,EP300,EP300
595,chr22:35000001-40000000,window,0.0,0.0,0.0,0.0,220.0,220,5,99.0,,
596,chr22:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,51.0,,
597,chr22:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,84.0,,
598,chr22:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,48.0,,
599,chr11:90000001-95000000,window,0.0,0.0,0.0,0.0,220.0,220,5,27.0,,
600,chr11:95000001-100000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,,
601,chr12:1-5000000,window,0.0,0.0,0.0,0.0,220.0,220,5,44.0,,
602,chr12:100000001-105000000,window,0.0,0.0,0.0,0.0,220.0,220,5,38.0,,
603,chr12:10000001-15000000,window,0.0,0.0,0.0,0.0,220.0,220,5,76.0,CDKN1B,CDKN1B
604,chr21:45000001-46709983,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
605,chr2:125000001-130000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
606,chr2:135000001-140000000,window,0.0,0.0,0.0,0.0,220.0,220,5,13.0,,
607,chr2:30000001-35000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
608,chr2:140000001-145000000,window,0.0,0.0,0.0,0.0,220.0,220,5,5.0,,
609,chr2:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,69.0,,
610,chr2:240000001-242193529,window,0.0,0.0,0.0,0.0,220.0,220,5,37.0,,
611,chr2:235000001-240000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
612,chr2:230000001-235000000,window,0.0,0.0,0.0,0.0,220.0,220,5,59.0,,
613,chr2:225000001-230000000,window,0.0,0.0,0.0,0.0,220.0,220,5,26.0,,
614,chr2:220000001-225000000,window,0.0,0.0,0.0,0.0,220.0,220,5,18.0,,
615,chr2:215000001-220000000,window,0.0,0.0,0.0,0.0,220.0,220,5,73.0,,
616,chr2:210000001-215000000,window,0.0,0.0,0.0,0.0,220.0,220,5,12.0,ERBB4,ERBB4
617,chr2:205000001-210000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
618,chr2:20000001-25000000,window,0.0,0.0,0.0,0.0,220.0,220,5,28.0,,
619,chr2:200000001-205000000,window,0.0,0.0,0.0,0.0,220.0,220,5,41.0,,
620,chr2:195000001-200000000,window,0.0,0.0,0.0,0.0,220.0,220,5,24.0,,
621,chr2:190000001-195000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
622,chr2:185000001-190000000,window,0.0,0.0,0.0,0.0,220.0,220,5,20.0,,
623,chr2:180000001-185000000,window,0.0,0.0,0.0,0.0,220.0,220,5,14.0,,
624,chr2:175000001-180000000,window,0.0,0.0,0.0,0.0,220.0,220,5,32.0,NFE2L2,NFE2L2
625,chr2:170000001-175000000,window,0.0,0.0,0.0,0.0,220.0,220,5,30.0,,
626,chr2:165000001-170000000,window,0.0,0.0,0.0,0.0,220.0,220,5,29.0,,
627,chr2:160000001-165000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
628,chr2:155000001-160000000,window,0.0,0.0,0.0,0.0,220.0,220,5,19.0,,
629,chr2:15000001-20000000,window,0.0,0.0,0.0,0.0,220.0,220,5,17.0,,
630,chr2:150000001-155000000,window,0.0,0.0,0.0,0.0,220.0,220,5,16.0,,
631,chr2:145000001-150000000,window,0.0,0.0,0.0,0.0,220.0,220,5,8.0,,
632,chr22:25000001-30000000,window,0.0,0.0,0.0,0.0,220.0,220,5,39.0,CHEK2;NF2,"CHEK2, NF2"
